,[job_title],[location],[company],[senior_level]
1371,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1372,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1373,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
1374,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
1375,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
1376,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1377,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1378,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1379,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1380,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1381,Head of Data Science,BioTrillion,"San Francisco, CA",yes
1382,"VP, Data Science",HBO Max,"New York, NY",yes
1383,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
1384,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1385,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
1386,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1387,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1388,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1389,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
1390,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1391,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1392,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
1393,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1394,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1395,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
1396,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1397,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1398,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1399,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1400,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1401,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
1402,Sr. Data Scientist,Tuft & Needle,Remote,yes
1403,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1404,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1405,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1406,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1407,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1408,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
1409,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
1410,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1411,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1412,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
1413,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
1414,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
1415,IT Data Scientist,Qualcomm,United States,yes
1416,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
1417,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
1418,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1419,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1420,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
1421,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1422,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1423,SVP Data Integration and Machine Learning,Brains Workgroup,"Great Neck, NY 11022",yes
1424,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1425,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
1426,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1427,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1428,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1429,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1430,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1431,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1432,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
1433,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1434,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1435,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
1436,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1437,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1438,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1439,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1440,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1441,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
1442,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1443,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
1444,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1445,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1446,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1447,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1448,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1449,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1450,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1451,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1452,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
1453,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1454,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1455,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
1456,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1457,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1458,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1459,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1460,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1461,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
1462,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1463,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1464,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1465,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1466,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1467,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1468,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1469,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1470,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1471,Head of Data Science,BioTrillion,"San Francisco, CA",yes
1472,"VP, Data Science",HBO Max,"New York, NY",yes
1473,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
1474,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1475,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
1476,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1477,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1478,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
1479,Senior Data Scientist,Cigna,United States,yes
1480,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1481,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
1482,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1483,IT Data Scientist,Qualcomm,United States,yes
1484,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",United States,yes
1485,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
1486,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1487,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1488,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1489,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1490,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1491,"VP, Data Science",HBO Max,"New York, NY",yes
1492,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
1493,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
1494,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1495,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
1496,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1497,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1498,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
1499,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
1500,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1501,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1502,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
1503,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
1504,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
1505,IT Data Scientist,Qualcomm,United States,yes
1506,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1507,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1508,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1509,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1510,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1511,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1512,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1513,IT Data Scientist,Qualcomm,United States,yes
1514,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1515,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
1516,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1517,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1518,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1519,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
1520,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1521,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1522,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
1523,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1524,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1525,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
1526,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1527,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
1528,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
1529,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
1530,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1531,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1532,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1533,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
1534,IT Data Scientist,Qualcomm,United States,yes
1535,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1536,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1537,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1538,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1539,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1540,Head of Data Science,BioTrillion,"San Francisco, CA",yes
1541,"VP, Data Science",HBO Max,"New York, NY",yes
1542,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
1543,Jr. Data Scientist,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",yes
1544,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1545,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1546,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1547,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1548,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1549,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1550,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1551,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1552,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
1553,IT Data Scientist,Qualcomm,United States,yes
1554,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
1555,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1556,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
1557,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
1558,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1559,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1560,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1561,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
1562,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
1563,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1564,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1565,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1566,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1567,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
1568,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1569,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
1570,Director of Data Science Experience,DataRobot,"Boston, MA",yes
1571,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
1572,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
1573,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
1574,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1575,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1576,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1577,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
1578,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1579,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1580,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1581,Head of Data Science,BioTrillion,"San Francisco, CA",yes
1582,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
1583,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
1584,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1585,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1586,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1587,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1588,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1589,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
1590,Sr. Data Scientist,Tuft & Needle,Remote,yes
1591,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
1592,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1593,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1594,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
1595,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
1596,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1597,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
1598,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
1599,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
1600,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
1601,SR Data Scientist,Little Caesars,"Detroit, MI",yes
1602,Sr. Data Scientist,Microagility,"Columbus, OH",yes
1603,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
1604,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
1605,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
1606,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
1607,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
1608,"VP, Data Science",HBO Max,"New York, NY",yes
1609,SR Data Scientist,Little Caesars,"Detroit, MI",yes
