,[job_title],[location],[company],[contract]
8273,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8274,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8275,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8276,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8277,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8278,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8279,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8280,Data Scientist,Kaav inc.,"Dublin, OH",yes
8281,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8282,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8283,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8284,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8285,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8286,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8287,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8288,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8289,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8290,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8291,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8292,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8293,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8294,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8295,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8296,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8297,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8298,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8299,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8300,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8301,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8302,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8303,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8304,Data Scientist,Pricesenz,"Broomfield, CO",yes
8305,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8306,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8307,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8308,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8309,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8310,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
8311,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8312,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8313,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8314,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8315,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8316,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8317,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8318,Data Scientist,Digitalogy,"New York, NY",yes
8319,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8320,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8321,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8322,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8323,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8324,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8325,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8326,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8327,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8328,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8329,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8330,Data Scientist,Kaav inc.,"Dublin, OH",yes
8331,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8332,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8333,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8334,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8335,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8336,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8337,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8338,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8339,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8340,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8341,Data Scientist,Digitalogy,"New York, NY",yes
8342,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8343,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8344,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8345,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8346,Data Scientist,Pricesenz,"Broomfield, CO",yes
8347,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8348,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
8349,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8350,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8351,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8352,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8353,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8354,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8355,Data Scientist,Pricesenz,"Broomfield, CO",yes
8356,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8357,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8358,Data Scientist,Kaav inc.,"Dublin, OH",yes
8359,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8360,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8361,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8362,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8363,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8364,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8365,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8366,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8367,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8368,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8369,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8370,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8371,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8372,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8373,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8374,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8375,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8376,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8377,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8378,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8379,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8380,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8381,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8382,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8383,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8384,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8385,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8386,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8387,Data Engineer,Accelalpha,"Seattle, WA",yes
8388,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8389,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8390,Data Scientist,Kaav inc.,"Dublin, OH",yes
8391,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8392,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8393,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8394,Data Scientist,Digitalogy,"New York, NY",yes
8395,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8396,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8397,Data Scientist,Pricesenz,"Broomfield, CO",yes
8398,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8399,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8400,Data Scientist,"Alexis Networks, Inc.","Newark, NJ 07102 (Central Business District area)",yes
8401,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8402,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8403,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8404,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8405,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8406,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8407,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8408,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8409,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8410,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8411,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8412,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8413,Data Engineer,Accelalpha,"Seattle, WA",yes
8414,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8415,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8416,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8417,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8418,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8419,"Big Data Engineer(OPT,CPT,STEM OPT only)",N9-IT solutions,"Sunnyvale, CA",yes
8420,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8421,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8422,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8423,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8424,Data Scientist,Pricesenz,"Broomfield, CO",yes
8425,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8426,Data Scientist,Digitalogy,"New York, NY",yes
8427,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8428,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8429,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
8430,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8431,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8432,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8433,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8434,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8435,Data Scientist,Digitalogy,"New York, NY",yes
8436,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8437,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8438,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8439,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8440,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8441,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8442,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8443,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8444,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8445,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8446,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8447,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8448,Data Scientist,Kaav inc.,"Dublin, OH",yes
8449,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8450,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
8451,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8452,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8453,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8454,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8455,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8456,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8457,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8458,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8459,Data Scientist,Digitalogy,"New York, NY",yes
8460,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8461,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8462,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8463,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8464,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8465,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8466,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8467,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8468,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8469,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8470,Data Scientist,Kaav inc.,"Dublin, OH",yes
8471,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8472,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8473,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8474,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8475,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8476,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8477,Data Scientist,Pricesenz,"Broomfield, CO",yes
8478,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8479,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
8480,Data Scientist,Kaav inc.,"Dublin, OH",yes
8481,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8482,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8483,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8484,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8485,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8486,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8487,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8488,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8489,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8490,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8491,Data Scientist,Digitalogy,"New York, NY",yes
8492,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8493,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8494,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8495,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8496,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8497,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8498,Data Scientist,Pricesenz,"Broomfield, CO",yes
8499,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8500,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8501,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8502,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8503,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8504,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8505,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8506,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8507,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
8508,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8509,Data Scientist,Pricesenz,"Broomfield, CO",yes
8510,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8511,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8512,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8513,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8514,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8515,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8516,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8517,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8518,Data Scientist,Kaav inc.,"Dublin, OH",yes
8519,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8520,Data Scientist,Lakarya,"Arlington, VA",yes
8521,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8522,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8523,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8524,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8525,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8526,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8527,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8528,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8529,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8530,Data Scientist,Kaav inc.,"Dublin, OH",yes
8531,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8532,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8533,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8534,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8535,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8536,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8537,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8538,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8539,Data Scientist,Digitalogy,"New York, NY",yes
8540,Data Scientist,University of California - Irvine,"Irvine, CA 92697",yes
8541,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8542,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8543,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8544,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8545,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8546,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8547,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8548,Data Engineer,nygci,"Long Island, NY",yes
8549,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8550,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
8551,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8552,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8553,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8554,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8555,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8556,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8557,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8558,Data Engineer,nygci,"Long Island, NY",yes
8559,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8560,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
8561,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8562,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8563,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8564,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8565,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8566,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8567,Data Scientist,Pricesenz,"Broomfield, CO",yes
8568,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8569,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8570,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
8571,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8572,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8573,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8574,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8575,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8576,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8577,"Big Data Engineer(OPT,CPT,STEM OPT only)",N9-IT solutions,"Sunnyvale, CA",yes
8578,Data Scientist,Kaav inc.,"Dublin, OH",yes
